# 气象站 北京, 中国, WMO_ID=54511，选择从 01.01.2022 至 21.07.2022, 所有日期
# 编码: UTF-8
# 数据由web站点“Reliable Prognosis”提供，rp5.ru
# 使用数据时，请自觉指出网站名称
# 气象参数代码见地址 http://rp5.ru/archive.php?wmo_id=54511&lang=cn
#
"当地时间 北京";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.02.2022 20:00";"5.0";"767.8";"771.0";"";"37";"从东南偏东方向吹来的风";"2";"";"7";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-4.2";"8.9";"";"";"2500或更高，或无云。";"";"";"6.0";"-8.5";"无降水";"6";"";"";"";"";
"11.02.2022 17:00";"7.8";"766.3";"769.6";"";"25";"从东南偏南方向吹来的风";"2";"";"7";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-4.2";"8.9";"";"";"2500或更高，或无云。";"";"";"6.0";"-11.0";"无降水";"6";"";"";"";"";
"11.02.2022 14:00";"8.6";"766.0";"769.3";"";"20";"从东方吹来的风";"3";"";"7";"";" ";"";"";"-4.2";"10.3";"";"";"2500或更高，或无云。";"";"";"12.0";"-13.1";"无降水";"6";"";"";"";"";
"11.02.2022 11:00";"6.9";"767.6";"770.8";"";"21";"从东北偏北方向吹来的风";"4";"";"7";"";" ";"";"";"-4.2";"10.3";"";"";"";"";"";"19.0";"-13.9";"无降水";"6";"";"";"";"";
"11.02.2022 08:00";"-1.5";"766.9";"770.1";"";"52";"从东北方吹来的风";"2";"";"";"";" ";"";"";"-4.7";"10.3";"";"";"";"";"";"7.0";"-10.1";"无降水";"6";"";"";"";"";
"11.02.2022 05:00";"-2.3";"765.1";"768.3";"";"56";"从东北方吹来的风";"1";"";"6";"";"霾 ";"";"";"-6.5";"10.3";"";"";"2500或更高，或无云。";"";"";"7.0";"-10.1";"无降水";"6";"";"";"";"";
"11.02.2022 02:00";"-2.1";"764.5";"767.7";"";"53";"从东南方吹来的风";"1";"";"";"";" ";"";"";"-6.5";"10.3";"";"";"";"";"";"7.0";"-10.4";"无降水";"6";"";"";"";"";
"10.02.2022 23:00";"1.4";"763.5";"766.7";"";"38";"从南方吹来的风";"1";"";"7";"";" ";"";"";"-6.5";"10.3";"";"";"2500或更高，或无云。";"";"";"8.0";"-11.4";"无降水";"6";"";"";"";"";
"10.02.2022 20:00";"3.6";"763.3";"766.5";"";"32";"从西南偏南方向吹来的风";"2";"";"7";"";" ";"";"";"-6.5";"10.3";"";"";"2500或更高，或无云。";"";"";"9.0";"-11.6";"无降水";"6";"";"";"";"";
"10.02.2022 17:00";"8.5";"762.2";"765.4";"";"22";"从西南偏南方向吹来的风";"3";"";"7";"";" ";"";"";"-6.5";"10.3";"";"";"";"";"";"10.0";"-12.0";"无降水";"6";"";"";"";"";
"10.02.2022 14:00";"10.1";"762.6";"765.8";"";"20";"从西南方吹来的风";"4";"";"7";"";" ";"";"";"-6.5";"10.1";"";"";"";"";"";"10.0";"-11.8";"无降水";"6";"";"";"";"";
"10.02.2022 11:00";"5.8";"765.0";"768.2";"";"29";"从西北方吹来的风";"1";"";"2";"";" ";"";"";"-6.5";"7.8";"";"";"";"";"";"10.0";"-10.9";"0.3";"6";"";"";"";"";
"10.02.2022 08:00";"-4.8";"764.6";"767.9";"";"68";"无风";"0";"";"";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-6.5";"";"";"";"";"";"";"4.7";"-9.8";"无降水";"6";"";"";"";"";
"10.02.2022 05:00";"-6.0";"763.7";"766.9";"";"69";"从西北方吹来的风";"1";"";"2";"";"霾 ";"";"";"-6.0";"7.8";"";"";"";"";"";"6.0";"-10.9";"无降水";"6";"";"";"";"";
"10.02.2022 02:00";"-4.1";"764.0";"767.2";"";"65";"从东北方吹来的风";"1";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-6.3";"7.8";"";"";"";"";"";"6.0";"-9.7";"无降水";"6";"";"";"";"";
"09.02.2022 23:00";"-2.6";"764.0";"767.2";"";"61";"从南方吹来的风";"1";"";"4";"";"霾 ";"";"";"-6.3";"7.8";"";"";"";"";"";"7.0";"-9.1";"无降水";"6";"";"";"";"";
"09.02.2022 20:00";"-0.9";"763.3";"766.6";"";"46";"从东北方吹来的风";"1";"";"4";"";" ";"";"";"-6.3";"7.8";"";"";"";"";"";"9.0";"-11.3";"无降水";"6";"";"";"";"";
"09.02.2022 17:00";"7.0";"762.5";"765.7";"";"25";"从西南偏南方向吹来的风";"1";"";"4";"";" ";"";"";"-6.3";"7.8";"";"";"";"";"";"11.0";"-11.7";"无降水";"6";"";"";"";"";
"09.02.2022 14:00";"6.6";"763.3";"766.5";"";"25";"从北方吹来的风";"2";"";"4";"";" ";"";"";"-6.3";"8.6";"";"";"";"";"";"11.0";"-12.0";"无降水";"6";"";"";"";"";
"09.02.2022 11:00";"2.8";"765.7";"769.0";"";"34";"从东北方吹来的风";"2";"";"4";"";" ";"";"";"-6.3";"8.6";"";"";"";"";"";"9.0";"-11.5";"无降水";"6";"";"";"";"";
"09.02.2022 08:00";"-4.0";"766.0";"769.3";"";"50";"从东北方吹来的风";"1";"";"";"";" ";"";"";"-6.3";"";"";"";"";"";"";"13.0";"-13.1";"无降水";"6";"";"";"";"";
"09.02.2022 05:00";"-5.2";"765.7";"768.9";"";"53";"从东北偏东方向吹来的风";"2";"";"";"";" ";"";"";"-8.0";"8.6";"";"";"";"";"";"10.0";"-13.3";"无降水";"6";"";"";"";"";
"09.02.2022 02:00";"-5.9";"766.3";"769.5";"";"51";"无风";"0";"";"";"";" ";"";"";"-8.0";"8.6";"";"";"";"";"";"12.0";"-14.6";"无降水";"6";"";"";"";"";
"08.02.2022 23:00";"-3.2";"766.9";"770.1";"";"40";"无风";"0";"";"";"";" ";"";"";"-8.0";"8.6";"";"";"";"";"";"12.0";"-14.9";"无降水";"6";"";"";"";"";
"08.02.2022 20:00";"-0.1";"766.9";"770.2";"";"29";"从南方吹来的风";"1";"";"5";"";" ";"";"";"-8.0";"8.6";"";"";"";"";"";"19.0";"-16.0";"无降水";"6";"";"";"";"";
"08.02.2022 17:00";"7.2";"766.7";"770.0";"";"14";"从西南方吹来的风";"3";"";"5";"";" ";"";"";"-8.0";"8.6";"";"";"";"";"";"30.0";"-18.5";"无降水";"6";"";"";"";"";
"08.02.2022 14:00";"7.8";"767.0";"770.2";"";"15";"从南方吹来的风";"2";"";"5";"";" ";"";"";"-8.0";"8.1";"";"";"";"";"";"30.0";"-17.2";"无降水";"6";"";"";"";"";
"08.02.2022 11:00";"4.4";"769.6";"772.9";"";"20";"从西北偏北方向吹来的风";"2";"";"4";"";" ";"";"";"-8.0";"6.6";"";"";"";"";"";"30.0";"-16.6";"无降水";"6";"";"";"";"";
"08.02.2022 08:00";"-4.7";"769.1";"772.4";"";"47";"从东北偏北方向吹来的风";"1";"";"";"";" ";"";"";"-8.0";"6.6";"";"";"";"";"";"23.0";"-14.3";"无降水";"6";"";"";"";"";
"08.02.2022 05:00";"-7.8";"768.2";"771.5";"";"62";"从东北偏北方向吹来的风";"1";"";"4";"";" ";"";"";"-8.0";"6.6";"";"";"";"";"";"20.0";"-13.8";"无降水";"6";"";"";"";"";
"08.02.2022 02:00";"-6.5";"768.7";"772.0";"";"57";"从西方吹来的风";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"19.0";"-13.8";"";"";"";"";"";"";
"07.02.2022 23:00";"-4.1";"768.7";"772.0";"";"45";"从西南方吹来的风";"1";"";"5";"";" ";"";"";"-6.0";"6.6";"";"";"2500或更高，或无云。";"";"";"21.0";"-14.3";"无降水";"6";"";"";"";"";
"07.02.2022 20:00";"-0.9";"768.2";"771.5";"";"31";"从西南偏南方向吹来的风";"1";"";"5";"";" ";"";"";"-6.0";"6.6";"";"";"2500或更高，或无云。";"";"";"25.0";"-15.9";"无降水";"6";"";"";"";"";
"07.02.2022 17:00";"4.4";"767.5";"770.8";"";"19";"从西南方吹来的风";"3";"";"5";"";" ";"";"";"-6.0";"6.6";"";"";"2500或更高，或无云。";"";"";"30.0";"-17.2";"无降水";"6";"";"";"";"";
"07.02.2022 14:00";"5.2";"768.0";"771.2";"";"17";"从西方吹来的风";"2";"";"5";"";" ";"";"";"-6.0";"6.1";"";"";"2500或更高，或无云。";"";"";"30.0";"-17.9";"无降水";"6";"";"";"";"";
"07.02.2022 11:00";"2.0";"770.2";"773.5";"";"22";"从北方吹来的风";"3";"";"5";"";" ";"";"";"-6.0";"6.1";"";"";"2500或更高，或无云。";"";"";"30.0";"-17.5";"无降水";"6";"";"";"";"";
"07.02.2022 08:00";"-3.6";"769.6";"772.9";"";"42";"从东北方吹来的风";"1";"";"4";"";" ";"";"";"-6.0";"6.1";"";"";"2500或更高，或无云。";"";"";"30.0";"-14.7";"无降水";"6";"";"";"";"";
"07.02.2022 05:00";"-3.6";"769.3";"772.6";"";"36";"从东南偏南方向吹来的风";"1";"";"5";"";" ";"";"";"-6.7";"6.1";"";"";"";"";"";"30.0";"-16.8";"无降水";"6";"";"";"";"";
"07.02.2022 02:00";"-3.1";"769.6";"772.9";"";"35";"从东南方吹来的风";"1";"";"6";"";" ";"";"";"-6.7";"6.1";"";"";"";"";"";"30.0";"-16.4";"无降水";"6";"";"";"";"";
"06.02.2022 23:00";"-0.4";"769.6";"772.9";"";"32";"从西北偏西方向吹来的风";"2";"";"9";"";" ";"";"";"-6.7";"6.1";"";"";"2500或更高，或无云。";"";"";"21.0";"-15.1";"无降水";"6";"";"";"";"";
"06.02.2022 20:00";"1.0";"769.4";"772.7";"";"26";"从西南偏西方向吹来的风";"2";"";"9";"";" ";"";"";"-6.7";"6.1";"";"";"2500或更高，或无云。";"";"";"26.0";"-16.4";"无降水";"6";"";"";"";"";
"06.02.2022 17:00";"4.8";"769.3";"772.6";"";"17";"从南方吹来的风";"1";"";"";"";" ";"";"";"-6.7";"6.1";"";"";"2500或更高，或无云。";"";"";"30.0";"-18.2";"无降水";"6";"";"";"";"";
"06.02.2022 14:00";"4.7";"769.9";"773.2";"";"17";"从西北偏北方向吹来的风";"3";"";"9";"";" ";"";"";"-6.7";"4.7";"";"";"2500或更高，或无云。";"";"";"30.0";"-18.3";"无降水";"6";"";"";"";"";
"06.02.2022 11:00";"2.9";"772.9";"776.2";"";"21";"从北方吹来的风";"3";"";"7";"";" ";"";"";"-6.7";"3.8";"";"";"";"";"";"30.0";"-17.3";"无降水";"6";"";"";"";"";
"06.02.2022 08:00";"-5.2";"773.0";"776.3";"";"42";"从东北偏东方向吹来的风";"1";"";"";"";" ";"";"";"-6.7";"3.8";"";"";"";"";"";"30.0";"-16.1";"无降水";"6";"";"";"";"";
"06.02.2022 05:00";"-5.1";"771.7";"775.0";"";"44";"从北方吹来的风";"1";"";"6";"";" ";"";"";"-5.9";"3.8";"";"";"2500或更高，或无云。";"";"";"30.0";"-15.7";"无降水";"6";"";"";"";"";
"06.02.2022 02:00";"-2.3";"771.6";"774.9";"";"34";"从东南偏东方向吹来的风";"1";"";"";"";" ";"";"";"-5.9";"3.8";"";"";"2500或更高，或无云。";"";"";"30.0";"-16.0";"无降水";"6";"";"";"";"";
"05.02.2022 23:00";"-2.2";"771.4";"774.7";"";"31";"从西北偏西方向吹来的风";"1";"";"6";"";" ";"";"";"-6.6";"3.8";"";"";"2500或更高，或无云。";"";"";"30.0";"-17.1";"无降水";"6";"";"";"";"";
"05.02.2022 20:00";"0.4";"770.8";"774.1";"";"20";"从西南偏西方向吹来的风";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"30.0";"-20.0";"";"";"";"";"";"";
"05.02.2022 17:00";"2.9";"770.8";"774.1";"";"16";"从南方吹来的风";"3";"";"7";"";" ";"";"";"-6.9";"3.8";"";"";"";"";"";"30.0";"-20.5";"无降水";"6";"";"";"";"";
"05.02.2022 14:00";"2.1";"771.6";"774.9";"";"15";"从西南方吹来的风";"2";"";"7";"";" ";"";"";"-6.9";"2.3";"";"";"2500或更高，或无云。";"";"";"30.0";"-21.9";"无降水";"6";"";"";"";"";
"05.02.2022 11:00";"-1.0";"774.1";"777.4";"";"19";"从北方吹来的风";"3";"";"7";"";" ";"";"";"-6.9";"0.9";"";"";"";"";"";"30.0";"-21.7";"无降水";"6";"";"";"";"";
"05.02.2022 08:00";"-5.2";"773.7";"777.1";"";"27";"从西北偏北方向吹来的风";"2";"";"7";"";" ";"";"";"-6.9";"0.9";"";"";"";"";"";"30.0";"-21.3";"无降水";"6";"";"";"";"";
"05.02.2022 05:00";"-4.7";"772.8";"776.1";"";"25";"从北方吹来的风";"4";"";"9";"";" ";"";"";"-6.9";"0.9";"";"";"";"";"";"30.0";"-21.7";"无降水";"6";"";"";"";"";
"05.02.2022 02:00";"-3.8";"772.4";"775.7";"";"27";"从北方吹来的风";"2";"";"12";"";" ";"";"";"-6.9";"0.9";"";"";"";"";"";"30.0";"-20.1";"无降水";"6";"";"";"";"";
"04.02.2022 23:00";"-6.5";"771.9";"775.3";"";"38";"从东北方吹来的风";"1";"";"12";"";" ";"";"";"-6.9";"0.9";"";"";"";"";"";"30.0";"-18.5";"无降水";"6";"";"";"";"";
"04.02.2022 20:00";"-1.9";"771.4";"774.7";"";"22";"从北方吹来的风";"3";"";"12";"";" ";"";"";"-6.2";"0.9";"";"";"";"";"";"30.0";"-20.8";"无降水";"6";"";"";"";"";
"04.02.2022 17:00";"0.5";"770.5";"773.8";"";"18";"从西北方吹来的风";"4";"";"12";"";" ";"";"";"-6.2";"2.7";"";"";"";"";"";"30.0";"-21.1";"无降水";"6";"";"";"";"";
"04.02.2022 14:00";"-0.4";"771.2";"774.5";"";"17";"从西北偏北方向吹来的风";"5";"";"11";"";" ";"";"";"-6.2";"3.2";"";"";"";"";"";"30.0";"-22.5";"无降水";"6";"";"";"";"";
"04.02.2022 11:00";"-3.3";"773.2";"776.5";"";"22";"从北方吹来的风";"4";"";"10";"";" ";"";"";"-6.2";"3.2";"";"";"";"";"";"30.0";"-22.0";"无降水";"6";"";"";"";"";
"04.02.2022 08:00";"-6.0";"772.8";"776.1";"";"28";"从北方吹来的风";"3";"";"9";"";" ";"";"";"-6.8";"3.2";"";"";"";"";"";"30.0";"-21.6";"无降水";"6";"";"";"";"";
"04.02.2022 05:00";"-5.7";"771.7";"775.0";"";"30";"从东北偏北方向吹来的风";"2";"";"8";"";" ";"";"";"-7.8";"3.2";"";"";"";"";"";"30.0";"-20.5";"无降水";"6";"";"";"";"";
"04.02.2022 02:00";"-3.4";"771.3";"774.6";"";"28";"从北方吹来的风";"3";"";"10";"";" ";"";"";"-8.5";"3.2";"";"";"";"";"";"30.0";"-19.3";"无降水";"6";"";"";"";"";
"03.02.2022 23:00";"-3.0";"770.5";"773.8";"";"28";"从东北偏东方向吹来的风";"3";"";"11";"";" ";"";"";"-8.5";"3.2";"";"";"2500或更高，或无云。";"";"";"30.0";"-19.0";"无降水";"6";"";"";"";"";
"03.02.2022 20:00";"-0.4";"769.7";"773.0";"";"23";"从东北偏北方向吹来的风";"2";"";"11";"";" ";"";"";"-8.5";"3.2";"";"";"2500或更高，或无云。";"";"";"30.0";"-19.0";"无降水";"6";"";"";"";"";
"03.02.2022 17:00";"2.7";"768.2";"771.5";"";"18";"从西北偏北方向吹来的风";"3";"";"11";"";" ";"";"";"-8.5";"3.2";"";"";"";"";"";"30.0";"-19.3";"无降水";"6";"";"";"";"";
"03.02.2022 14:00";"2.4";"768.1";"771.4";"";"17";"从北方吹来的风";"5";"";"11";"";" ";"";"";"-8.5";"4.6";"";"";"2500或更高，或无云。";"";"";"30.0";"-20.2";"无降水";"6";"";"";"";"";
"03.02.2022 11:00";"0.9";"770.2";"773.5";"";"20";"从东北偏北方向吹来的风";"3";"";"8";"";" ";"";"";"-8.5";"4.6";"";"";"";"";"";"30.0";"-19.5";"无降水";"6";"";"";"";"";
"03.02.2022 08:00";"-6.9";"770.0";"773.4";"";"50";"从北方吹来的风";"1";"";"3";"";" ";"";"";"-9.2";"";"";"";"";"";"";"23.0";"-15.8";"无降水";"6";"";"";"";"";
"03.02.2022 05:00";"-7.4";"769.0";"772.3";"";"51";"从东北偏东方向吹来的风";"2";"";"";"";" ";"";"";"-10.8";"4.6";"";"";"";"";"";"30.0";"-16.0";"无降水";"6";"";"";"";"";
"03.02.2022 02:00";"-7.2";"769.2";"772.5";"";"50";"从东方吹来的风";"0";"";"";"";" ";"";"";"-10.8";"4.6";"";"";"";"";"";"23.0";"-15.9";"无降水";"6";"";"";"";"";
"02.02.2022 23:00";"-5.8";"769.1";"772.4";"";"48";"从东方吹来的风";"1";"";"7";"";" ";"";"";"-10.8";"4.6";"";"";"";"";"";"18.0";"-15.1";"无降水";"6";"";"";"";"";
"02.02.2022 20:00";"-3.0";"768.7";"772.0";"";"34";"从西南方吹来的风";"1";"";"7";"";" ";"";"";"-10.8";"4.6";"";"";"";"";"";"24.0";"-16.7";"无降水";"6";"";"";"";"";
"02.02.2022 17:00";"2.9";"768.2";"771.5";"";"19";"从西南偏南方向吹来的风";"3";"";"7";"";" ";"";"";"-10.8";"4.6";"";"";"";"";"";"30.0";"-18.5";"无降水";"6";"";"";"";"";
"02.02.2022 14:00";"3.7";"769.0";"772.3";"";"16";"从西北偏西方向吹来的风";"2";"";"7";"";" ";"";"";"-10.8";"3.7";"";"";"";"";"";"30.0";"-19.8";"无降水";"6";"";"";"";"";
"02.02.2022 11:00";"0.5";"771.7";"775.0";"";"22";"从东北偏北方向吹来的风";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"30.0";"-18.8";"";"";"";"";"";"";
"02.02.2022 08:00";"-9.2";"771.7";"775.0";"";"57";"从东方吹来的风";"1";"";"3";"";" ";"";"";"-10.8";"2.5";"";"";"";"";"";"22.0";"-16.2";"无降水";"6";"";"";"";"";
"02.02.2022 05:00";"-9.9";"771.2";"774.6";"";"63";"从东北偏东方向吹来的风";"1";"";"";"";" ";"";"";"-9.9";"2.5";"";"";"";"";"";"24.0";"-15.6";"无降水";"6";"";"";"";"";
"02.02.2022 02:00";"-7.8";"771.6";"774.9";"";"58";"从北方吹来的风";"0";"";"5";"";" ";"";"";"-7.8";"2.5";"";"";"";"";"";"23.0";"-14.8";"无降水";"6";"";"";"";"";
"01.02.2022 23:00";"-6.4";"771.2";"774.5";"";"51";"从西方吹来的风";"1";"";"7";"";" ";"";"";"-7.5";"2.5";"";"";"";"";"";"21.0";"-14.9";"无降水";"6";"";"";"";"";
"01.02.2022 20:00";"-2.4";"771.0";"774.4";"";"34";"从西南偏南方向吹来的风";"2";"";"7";"";" ";"";"";"-7.5";"2.5";"";"";"";"";"";"28.0";"-16.1";"无降水";"6";"";"";"";"";
"01.02.2022 17:00";"1.0";"770.3";"773.6";"";"23";"从南方吹来的风";"3";"";"7";"";" ";"";"";"-7.5";"2.5";"";"";"";"";"";"30.0";"-17.8";"无降水";"6";"";"";"";"";
"01.02.2022 14:00";"1.1";"770.9";"774.2";"";"21";"从西北偏西方向吹来的风";"2";"";"7";"";" ";"";"";"-7.5";"1.3";"";"";"";"";"";"30.0";"-18.8";"无降水";"6";"";"";"";"";
"01.02.2022 11:00";"-1.7";"773.1";"776.4";"";"26";"从东北偏北方向吹来的风";"4";"";"10";"";" ";"";"";"-7.5";"0.4";"";"";"";"";"";"30.0";"-18.7";"无降水";"6";"";"";"";"";
"01.02.2022 08:00";"-6.4";"772.7";"776.1";"";"40";"从东北方吹来的风";"2";"";"11";"";" ";"";"";"-7.5";"0.5";"";"";"";"";"";"30.0";"-17.8";"无降水";"6";"";"";"";"";
"01.02.2022 05:00";"-4.8";"771.6";"774.9";"";"34";"从北方吹来的风";"3";"";"11";"";" ";"";"";"-5.1";"0.5";"";"";"";"";"";"30.0";"-18.3";"无降水";"6";"";"";"";"";
"01.02.2022 02:00";"-4.8";"770.8";"774.1";"";"33";"从东北偏北方向吹来的风";"3";"";"13";"";" ";"";"";"-4.8";"0.5";"";"";"";"";"";"30.0";"-18.6";"无降水";"6";"";"";"";"";
"31.01.2022 23:00";"-3.6";"770.3";"773.6";"";"28";"从北方吹来的风";"5";"";"13";"";" ";"";"";"-3.8";"0.5";"";"";"";"";"";"30.0";"-19.5";"无降水";"6";"";"";"";"";
"31.01.2022 20:00";"-2.3";"769.1";"772.4";"";"26";"从西北偏北方向吹来的风";"4";"";"13";"";" ";"";"";"-3.3";"2.1";"";"";"";"";"";"30.0";"-19.2";"无降水";"6";"";"";"";"";
"31.01.2022 17:00";"-0.8";"767.0";"770.3";"";"22";"从西北方吹来的风";"5";"";"13";"";" ";"";"";"-3.3";"3.0";"";"";"";"";"";"30.0";"-19.9";"无降水";"6";"";"";"";"";
"31.01.2022 14:00";"-0.9";"765.8";"769.1";"";"24";"从西北方吹来的风";"5";"";"12";"";" ";"";"";"-3.3";"3.3";"";"";"1500-2000";"";"";"28.0";"-18.9";"无降水";"6";"";"";"";"";
"31.01.2022 11:00";"0.3";"765.7";"768.9";"";"29";"从西北偏北方向吹来的风";"5";"";"11";"";" ";"";"";"-3.3";"3.3";"";"";"2000-2500";"";"";"30.0";"-15.7";"无降水";"6";"";"";"";"";
"31.01.2022 08:00";"-3.0";"765.5";"768.8";"";"33";"从东北偏北方向吹来的风";"1";"";"11";"";" ";"";"";"-6.0";"3.3";"";"";"";"";"";"29.0";"-17.0";"无降水";"6";"";"";"";"";
"31.01.2022 05:00";"-2.4";"764.9";"768.1";"";"31";"从西北偏北方向吹来的风";"3";"";"11";"";" ";"";"";"-7.3";"3.3";"";"";"";"";"";"30.0";"-17.2";"无降水";"6";"";"";"";"";
"31.01.2022 02:00";"-0.6";"765.1";"768.3";"";"32";"从西北方吹来的风";"5";"";"";"";" ";"";"";"";"";"";"";"2000-2500";"";"";"28.0";"-15.3";"";"";"";"";"";"";
"30.01.2022 23:00";"0.2";"765.1";"768.4";"";"93";"从东北偏北方向吹来的风";"2";"";"";"";"有雾或冰雾，天空可见，在观测前一个小时内开始出现或变浓。 ";"";"";"-7.3";"3.3";"";"";"";"";"";"0.5";"-0.8";"0.8";"6";"";"";"";"";
"30.01.2022 20:00";"2.1";"764.7";"768.0";"";"66";"从西方吹来的风";"2";"";"6";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-7.3";"3.3";"";"";"600-1000";"";"";"1.7";"-3.6";"无降水";"6";"";"";"";"";
"30.01.2022 17:00";"3.0";"763.7";"767.0";"";"55";"从南方吹来的风";"2";"";"6";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-7.3";"3.3";"";"";"1000-1500";"";"";"2.4";"-5.2";"无降水";"6";"";"";"";"";
"30.01.2022 14:00";"2.8";"764.2";"767.5";"";"49";"从西南偏南方向吹来的风";"2";"";"5";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-7.3";"4.9";"";"";"";"";"";"2.9";"-6.9";"无降水";"6";"";"";"";"";
"30.01.2022 11:00";"-1.3";"766.4";"769.7";"";"50";"从东北偏东方向吹来的风";"2";"";"3";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-7.3";"4.9";"";"";"";"";"";"6.0";"-10.4";"无降水";"6";"";"";"";"";
"30.01.2022 08:00";"-5.9";"766.3";"769.6";"";"68";"从东北方吹来的风";"2";"";"";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-7.3";"";"";"";"";"";"";"6.0";"-11.0";"无降水";"6";"";"";"";"";
"30.01.2022 05:00";"-7.1";"765.4";"768.7";"";"76";"从东北偏北方向吹来的风";"1";"";"3";"";"霾 ";"";"";"-7.9";"4.9";"";"";"";"";"";"3.0";"-10.6";"无降水";"6";"";"";"";"";
"30.01.2022 02:00";"-6.0";"766.1";"769.4";"";"69";"从西方吹来的风";"1";"";"6";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-7.9";"4.9";"";"";"";"";"";"4.6";"-10.9";"无降水";"6";"";"";"";"";
"29.01.2022 23:00";"-4.8";"766.3";"769.6";"";"51";"从东南偏东方向吹来的风";"0";"";"";"";" ";"";"";"-7.9";"4.9";"";"";"";"";"";"8.0";"-13.4";"无降水";"6";"";"";"";"";
"29.01.2022 20:00";"-2.9";"765.9";"769.2";"";"42";"从东南方吹来的风";"0";"";"6";"";" ";"";"";"-7.9";"4.9";"";"";"2500或更高，或无云。";"";"";"15.0";"-14.0";"无降水";"6";"";"";"";"";
"29.01.2022 17:00";"3.2";"765.0";"768.3";"";"23";"从西南偏南方向吹来的风";"3";"";"6";"";" ";"";"";"-7.9";"4.9";"";"";"";"";"";"16.0";"-15.9";"无降水";"6";"";"";"";"";
"29.01.2022 14:00";"4.5";"765.7";"769.0";"";"20";"从西南方吹来的风";"2";"";"6";"";" ";"";"";"-7.9";"4.5";"";"";"";"";"";"25.0";"-16.5";"无降水";"6";"";"";"";"";
"29.01.2022 11:00";"1.4";"768.2";"771.5";"";"22";"从东北偏北方向吹来的风";"2";"";"6";"";" ";"";"";"-7.9";"3.5";"";"";"";"";"";"30.0";"-18.0";"无降水";"6";"";"";"";"";
"29.01.2022 08:00";"-6.5";"768.3";"771.6";"";"46";"从东北偏北方向吹来的风";"1";"";"4";"";" ";"";"";"-7.9";"3.5";"";"";"";"";"";"26.0";"-16.2";"无降水";"6";"";"";"";"";
"29.01.2022 05:00";"-5.9";"768.1";"771.4";"";"43";"从东北偏北方向吹来的风";"1";"";"5";"";" ";"";"";"-7.2";"3.5";"";"";"";"";"";"30.0";"-16.7";"无降水";"6";"";"";"";"";
"29.01.2022 02:00";"-6.6";"768.8";"772.1";"";"62";"从东北偏东方向吹来的风";"2";"";"5";"";" ";"";"";"-7.2";"3.5";"";"";"";"";"";"8.0";"-12.7";"无降水";"6";"";"";"";"";
"28.01.2022 23:00";"-4.5";"769.3";"772.6";"";"55";"从东北偏北方向吹来的风";"0";"";"6";"";" ";"";"";"-6.3";"3.5";"";"";"";"";"";"9.0";"-12.2";"无降水";"6";"";"";"";"";
"28.01.2022 20:00";"-1.5";"769.3";"772.6";"";"43";"从西南偏西方向吹来的风";"1";"";"6";"";" ";"";"";"-6.3";"3.5";"";"";"2500或更高，或无云。";"";"";"10.0";"-12.5";"无降水";"6";"";"";"";"";
"28.01.2022 17:00";"1.6";"768.7";"772.0";"";"25";"从西南方吹来的风";"2";"";"6";"";" ";"";"";"-6.3";"3.5";"";"";"2500或更高，或无云。";"";"";"27.0";"-16.3";"无降水";"6";"";"";"";"";
"28.01.2022 14:00";"3.1";"769.7";"773.0";"";"18";"从西北偏北方向吹来的风";"1";"";"6";"";" ";"";"";"-6.3";"3.6";"";"";"2500或更高，或无云。";"";"";"30.0";"-18.9";"无降水";"6";"";"";"";"";
"28.01.2022 11:00";"-0.2";"772.4";"775.7";"";"25";"从东北方吹来的风";"3";"";"6";"";" ";"";"";"-6.3";"3.6";"";"";"";"";"";"30.0";"-17.9";"无降水";"6";"";"";"";"";
"28.01.2022 08:00";"-5.9";"772.1";"775.5";"";"42";"从东北偏北方向吹来的风";"2";"";"9";"";" ";"";"";"-6.3";"3.6";"";"";"";"";"";"30.0";"-17.0";"无降水";"6";"";"";"";"";
